SourceRow;Filename;CastPredDash;Blok1Raw;Blok1Decoded;Prefix;WorkerID;Blok2Raw;Blok2Decoded;TailRaw;TailDecoded;TrailingChar;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;TailTrailingChar
501;280I1B1718170H0H0I0H0I5E3O4H4D4E4D3N3O3P3N3O0--0I1B1718172K0I0H0I632M0;280I1B1718170H0H0I0H0I5E3O4H4D4E4D3N3O3P3N3O0;280I1B1718170H0H0I0H0I;o1NJKJ00101;o;1NJKJ00101;5E3O4H4D4E4D3N3O3P3N3O;áŁŔĽ˝Ľ˘Ł¤˘Ł;0I1B1718172K0I0H0I632M0;1NJKJ{101ú};0;28;0I;1B;17;18;17;0H;0H;0I;0H;0I;5E;3O;4H;4D;4E;4D;3N;3O;3P;3N;3O;0I;1B;17;18;17;2K;0I;0H;0I;63;2M;0
502;2811170M1E170H0H0I0H0I5E474D3S4K4D3N3O3P3N3O0--11170M1E172K0I0H0I632M0;2811170M1E170H0H0I0H0I5E474D3S4K4D3N3O3P3N3O0;2811170M1E170H0H0I0H0I;oDJ5QJ00101;o;DJ5QJ00101;5E474D3S4K4D3N3O3P3N3O;á¶Ľ§ĂĽ˘Ł¤˘Ł;11170M1E172K0I0H0I632M0;DJ5QJ{101ú};0;28;11;17;0M;1E;17;0H;0H;0I;0H;0I;5E;47;4D;3S;4K;4D;3N;3O;3P;3N;3O;11;17;0M;1E;17;2K;0I;0H;0I;63;2M;0
503;2815121I140M0H0H0I0H0I5E4B484O4A3S3N3O3P3N3O0--15121I140M2K0I0H0I632M0;2815121I140M0H0H0I0H0I5E4B484O4A3S3N3O3P3N3O0;2815121I140M0H0H0I0H0I;oHEUG500101;o;HEUG500101;5E4B484O4A3S3N3O3P3N3O;áş·Çą§˘Ł¤˘Ł;15121I140M2K0I0H0I632M0;HEUG5{101ú};0;28;15;12;1I;14;0M;0H;0H;0I;0H;0I;5E;4B;48;4O;4A;3S;3N;3O;3P;3N;3O;15;12;1I;14;0M;2K;0I;0H;0I;63;2M;0
504;290M1E0Y1B170H0H0I0H0I5G3T4L454I4E3O3P3Q3O3P0--0M1E0Y1B172L0I0I0H632N0;290M1E0Y1B170H0H0I0H0I5G3T4L454I4E3O3P3Q3O3P0;290M1E0Y1B170H0H0I0H0I;p5QANJ00101;p;5QANJ00101;5G3T4L454I4E3O3P3Q3O3P;ă¨Ä´Á˝Ł¤ĄŁ¤;0M1E0Y1B172L0I0I0H632N0;5QANJ|110ú~;0;29;0M;1E;0Y;1B;17;0H;0H;0I;0H;0I;5G;3T;4L;45;4I;4E;3O;3P;3Q;3O;3P;0M;1E;0Y;1B;17;2L;0I;0I;0H;63;2N;0
505;2A0H181C19170H0H0I0H0I5I3P4G4K4H4F3P3Q3R3P3Q0--0H181C19172M0I0H0I632O0;2A0H181C19170H0H0I0H0I5I3P4G4K4H4F3P3Q3R3P3Q0;2A0H181C19170H0H0I0H0I;q0KOLJ00101;q;0KOLJ00101;5I3P4G4K4H4F3P3Q3R3P3Q;ĺ¤żĂŔľ¤Ą¦¤Ą;0H181C19172M0I0H0I632O0;0KOLJ}101ú;0;2A;0H;18;1C;19;17;0H;0H;0I;0H;0I;5I;3P;4G;4K;4H;4F;3P;3Q;3R;3P;3Q;0H;18;1C;19;17;2M;0I;0H;0I;63;2O;0
506;2A0O0L1M1F170H0H0I0H0I5I3W3T4U4N4F3P3Q3R3P3Q0--0O0L1M1F172M0I0H0I632O0;2A0O0L1M1F170H0H0I0H0I5I3W3T4U4N4F3P3Q3R3P3Q0;2A0O0L1M1F170H0H0I0H0I;q74YRJ00101;q;74YRJ00101;5I3W3T4U4N4F3P3Q3R3P3Q;ĺ«¨ÍĆľ¤Ą¦¤Ą;0O0L1M1F172M0I0H0I632O0;74YRJ}101ú;0;2A;0O;0L;1M;1F;17;0H;0H;0I;0H;0I;5I;3W;3T;4U;4N;4F;3P;3Q;3R;3P;3Q;0O;0L;1M;1F;17;2M;0I;0H;0I;63;2O;0
507;2A0Q0N1E1J170H0H0I0H0I5I3Y3V4M4R4F3P3Q3R3P3Q0--0Q0N1E1J172M0I0H0I632O0;2A0Q0N1E1J170H0H0I0H0I5I3Y3V4M4R4F3P3Q3R3P3Q0;2A0Q0N1E1J170H0H0I0H0I;q96QVJ00101;q;96QVJ00101;5I3Y3V4M4R4F3P3Q3R3P3Q;ĺ­ŞĹĘľ¤Ą¦¤Ą;0Q0N1E1J172M0I0H0I632O0;96QVJ}101ú;0;2A;0Q;0N;1E;1J;17;0H;0H;0I;0H;0I;5I;3Y;3V;4M;4R;4F;3P;3Q;3R;3P;3Q;0Q;0N;1E;1J;17;2M;0I;0H;0I;63;2O;0
508;2A16110O1F170H0H0I0H0I5I4E493W4N4F3P3Q3R3P3Q0--16110O1F172M0I0H0I632O0;2A16110O1F170H0H0I0H0I5I4E493W4N4F3P3Q3R3P3Q0;2A16110O1F170H0H0I0H0I;qID7RJ00101;q;ID7RJ00101;5I4E493W4N4F3P3Q3R3P3Q;ĺ˝¸«Ćľ¤Ą¦¤Ą;16110O1F172M0I0H0I632O0;ID7RJ}101ú;0;2A;16;11;0O;1F;17;0H;0H;0I;0H;0I;5I;4E;49;3W;4N;4F;3P;3Q;3R;3P;3Q;16;11;0O;1F;17;2M;0I;0H;0I;63;2O;0
509;2A170O141B170H0H0I0H0I5I4F3W4C4J4F3P3Q3R3P3Q0--170O141B172M0I0H0I632O0;2A170O141B170H0H0I0H0I5I4F3W4C4J4F3P3Q3R3P3Q0;2A170O141B170H0H0I0H0I;qJ7GNJ00101;q;J7GNJ00101;5I4F3W4C4J4F3P3Q3R3P3Q;ĺľ«»Âľ¤Ą¦¤Ą;170O141B172M0I0H0I632O0;J7GNJ}101ú;0;2A;17;0O;14;1B;17;0H;0H;0I;0H;0I;5I;4F;3W;4C;4J;4F;3P;3Q;3R;3P;3Q;17;0O;14;1B;17;2M;0I;0H;0I;63;2O;0
510;2A1F0Y0J1E170H0H0I0H0I5I4N463R4M4F3P3Q3R3P3Q0--1F0Y0J1E172M0I0H0I632O0;2A1F0Y0J1E170H0H0I0H0I5I4N463R4M4F3P3Q3R3P3Q0;2A1F0Y0J1E170H0H0I0H0I;qRA2QJ00101;q;RA2QJ00101;5I4N463R4M4F3P3Q3R3P3Q;ĺĆµ¦Ĺľ¤Ą¦¤Ą;1F0Y0J1E172M0I0H0I632O0;RA2QJ}101ú;0;2A;1F;0Y;0J;1E;17;0H;0H;0I;0H;0I;5I;4N;46;3R;4M;4F;3P;3Q;3R;3P;3Q;1F;0Y;0J;1E;17;2M;0I;0H;0I;63;2O;0
511;2A1N0H0N1J170H0H0I0H0I5I4V3P3V4R4F3P3Q3R3P3Q0--1N0H0N1J172M0I0H0I632O0;2A1N0H0N1J170H0H0I0H0I5I4V3P3V4R4F3P3Q3R3P3Q0;2A1N0H0N1J170H0H0I0H0I;qZ06VJ00101;q;Z06VJ00101;5I4V3P3V4R4F3P3Q3R3P3Q;ĺÎ¤ŞĘľ¤Ą¦¤Ą;1N0H0N1J172M0I0H0I632O0;Z06VJ}101ú;0;2A;1N;0H;0N;1J;17;0H;0H;0I;0H;0I;5I;4V;3P;3V;4R;4F;3P;3Q;3R;3P;3Q;1N;0H;0N;1J;17;2M;0I;0H;0I;63;2O;0
512;2B0H1G131B170H0H0I0H0I5K3Q4P4C4K4G3Q3R3S3Q3R0--0H1G131B172N0I0I0H632P0;2B0H1G131B170H0H0I0H0I5K3Q4P4C4K4G3Q3R3S3Q3R0;2B0H1G131B170H0H0I0H0I;r0SFNJ00101;r;0SFNJ00101;5K3Q4P4C4K4G3Q3R3S3Q3R;çĄČ»ĂżĄ¦§Ą¦;0H1G131B172N0I0I0H632P0;0SFNJ~110ú€;0;2B;0H;1G;13;1B;17;0H;0H;0I;0H;0I;5K;3Q;4P;4C;4K;4G;3Q;3R;3S;3Q;3R;0H;1G;13;1B;17;2N;0I;0I;0H;63;2P;0
513;2B14110Q1G170H0H0I0H0I5K4D4A3Z4P4G3Q3R3S3Q3R0--14110Q1G172N0I0I0H632P0;2B14110Q1G170H0H0I0H0I5K4D4A3Z4P4G3Q3R3S3Q3R0;2B14110Q1G170H0H0I0H0I;rGD9SJ00101;r;GD9SJ00101;5K4D4A3Z4P4G3Q3R3S3Q3R;çĽą®ČżĄ¦§Ą¦;14110Q1G172N0I0I0H632P0;GD9SJ~110ú€;0;2B;14;11;0Q;1G;17;0H;0H;0I;0H;0I;5K;4D;4A;3Z;4P;4G;3Q;3R;3S;3Q;3R;14;11;0Q;1G;17;2N;0I;0I;0H;63;2P;0
514;2B1A100P1C170H0H0I0H0I5K4J493Y4L4G3Q3R3S3Q3R0--1A100P1C172N0I0I0H632P0;2B1A100P1C170H0H0I0H0I5K4J493Y4L4G3Q3R3S3Q3R0;2B1A100P1C170H0H0I0H0I;rMC8OJ00101;r;MC8OJ00101;5K4J493Y4L4G3Q3R3S3Q3R;çÂ¸­ÄżĄ¦§Ą¦;1A100P1C172N0I0I0H632P0;MC8OJ~110ú€;0;2B;1A;10;0P;1C;17;0H;0H;0I;0H;0I;5K;4J;49;3Y;4L;4G;3Q;3R;3S;3Q;3R;1A;10;0P;1C;17;2N;0I;0I;0H;63;2P;0
515;2B1C0O1219170H0H0I0H0I5K4L3X4B4I4G3Q3R3S3Q3R0--1C0O1219172N0I0I0H632P0;2B1C0O1219170H0H0I0H0I5K4L3X4B4I4G3Q3R3S3Q3R0;2B1C0O1219170H0H0I0H0I;rO7ELJ00101;r;O7ELJ00101;5K4L3X4B4I4G3Q3R3S3Q3R;çÄ¬şÁżĄ¦§Ą¦;1C0O1219172N0I0I0H632P0;O7ELJ~110ú€;0;2B;1C;0O;12;19;17;0H;0H;0I;0H;0I;5K;4L;3X;4B;4I;4G;3Q;3R;3S;3Q;3R;1C;0O;12;19;17;2N;0I;0I;0H;63;2P;0
516;2B1G0Y0J1E170H0H0I0H0I5K4P473S4N4G3Q3R3S3Q3R0--1G0Y0J1E172N0I0I0H632P0;2B1G0Y0J1E170H0H0I0H0I5K4P473S4N4G3Q3R3S3Q3R0;2B1G0Y0J1E170H0H0I0H0I;rSA2QJ00101;r;SA2QJ00101;5K4P473S4N4G3Q3R3S3Q3R;çČ¶§ĆżĄ¦§Ą¦;1G0Y0J1E172N0I0I0H632P0;SA2QJ~110ú€;0;2B;1G;0Y;0J;1E;17;0H;0H;0I;0H;0I;5K;4P;47;3S;4N;4G;3Q;3R;3S;3Q;3R;1G;0Y;0J;1E;17;2N;0I;0I;0H;63;2P;0
517;2C140L141J170H0H0I0H0I5M4E3V4E4T4H3R3S3T3R3S0--140L141J172O0I0H0I632Q0;2C140L141J170H0H0I0H0I5M4E3V4E4T4H3R3S3T3R3S0;2C140L141J170H0H0I0H0I;sG4GVJ00101;s;G4GVJ00101;5M4E3V4E4T4H3R3S3T3R3S;é˝Ş˝ĚŔ¦§¨¦§;140L141J172O0I0H0I632Q0;G4GVJ101ú;0;2C;14;0L;14;1J;17;0H;0H;0I;0H;0I;5M;4E;3V;4E;4T;4H;3R;3S;3T;3R;3S;14;0L;14;1J;17;2O;0I;0H;0I;63;2Q;0
518;2C1H0Y0J1E170H0H0I0H0I5M4R483T4O4H3R3S3T3R3S0--1H0Y0J1E172O0I0H0I632Q0;2C1H0Y0J1E170H0H0I0H0I5M4R483T4O4H3R3S3T3R3S0;2C1H0Y0J1E170H0H0I0H0I;sTA2QJ00101;s;TA2QJ00101;5M4R483T4O4H3R3S3T3R3S;éĘ·¨ÇŔ¦§¨¦§;1H0Y0J1E172O0I0H0I632Q0;TA2QJ101ú;0;2C;1H;0Y;0J;1E;17;0H;0H;0I;0H;0I;5M;4R;48;3T;4O;4H;3R;3S;3T;3R;3S;1H;0Y;0J;1E;17;2O;0I;0H;0I;63;2Q;0
519;2D0Y121D1L0M0H0H0I0H0I5O494D4O4W3X3S3T3U3S3T0--0Y121D1L0M2P0I0I0H632R0;2D0Y121D1L0M0H0H0I0H0I5O494D4O4W3X3S3T3U3S3T0;2D0Y121D1L0M0H0H0I0H0I;tAEPX500101;t;AEPX500101;5O494D4O4W3X3S3T3U3S3T;ë¸ĽÇĎ¬§¨©§¨;0Y121D1L0M2P0I0I0H632R0;AEPX5€110ú‚;0;2D;0Y;12;1D;1L;0M;0H;0H;0I;0H;0I;5O;49;4D;4O;4W;3X;3S;3T;3U;3S;3T;0Y;12;1D;1L;0M;2P;0I;0I;0H;63;2R;0
520;2D16160M1F170H0H0I0H0I5O4H4I3X4Q4I3S3T3U3S3T0--16160M1F172P0I0I0H632R0;2D16160M1F170H0H0I0H0I5O4H4I3X4Q4I3S3T3U3S3T0;2D16160M1F170H0H0I0H0I;tII5RJ00101;t;II5RJ00101;5O4H4I3X4Q4I3S3T3U3S3T;ëŔÁ¬ÉÁ§¨©§¨;16160M1F172P0I0I0H632R0;II5RJ€110ú‚;0;2D;16;16;0M;1F;17;0H;0H;0I;0H;0I;5O;4H;4I;3X;4Q;4I;3S;3T;3U;3S;3T;16;16;0M;1F;17;2P;0I;0I;0H;63;2R;0
521;2D1D100J1H170H0H0I0H0I5O4O4B3U4S4I3S3T3U3S3T0--1D100J1H172P0I0I0H632R0;2D1D100J1H170H0H0I0H0I5O4O4B3U4S4I3S3T3U3S3T0;2D1D100J1H170H0H0I0H0I;tPC2TJ00101;t;PC2TJ00101;5O4O4B3U4S4I3S3T3U3S3T;ëÇş©ËÁ§¨©§¨;1D100J1H172P0I0I0H632R0;PC2TJ€110ú‚;0;2D;1D;10;0J;1H;17;0H;0H;0I;0H;0I;5O;4O;4B;3U;4S;4I;3S;3T;3U;3S;3T;1D;10;0J;1H;17;2P;0I;0I;0H;63;2R;0
522;2E0I1I131B170H0H0I0H0I5Q3U4U4F4N4J3T3U3V3T3U0--0I1I131B17010I0I0H63030;2E0I1I131B170H0H0I0H0I5Q3U4U4F4N4J3T3U3V3T3U0;2E0I1I131B170H0H0I0H0I;u1UFNJ00101;u;1UFNJ00101;5Q3U4U4F4N4J3T3U3V3T3U;í©ÍľĆÂ¨©Ş¨©;0I1I131B17010I0I0H63030;"1UFNJ 110ú""";0;2E;0I;1I;13;1B;17;0H;0H;0I;0H;0I;5Q;3U;4U;4F;4N;4J;3T;3U;3V;3T;3U;0I;1I;13;1B;17;01;0I;0I;0H;63;03;0
523;2E0L1I111A170H0H0I0H0I5Q3X4U4D4M4J3T3U3V3T3U0--0L1I111A17010I0I0H63030;2E0L1I111A170H0H0I0H0I5Q3X4U4D4M4J3T3U3V3T3U0;2E0L1I111A170H0H0I0H0I;u4UDMJ00101;u;4UDMJ00101;5Q3X4U4D4M4J3T3U3V3T3U;í¬ÍĽĹÂ¨©Ş¨©;0L1I111A17010I0I0H63030;"4UDMJ 110ú""";0;2E;0L;1I;11;1A;17;0H;0H;0I;0H;0I;5Q;3X;4U;4D;4M;4J;3T;3U;3V;3T;3U;0L;1I;11;1A;17;01;0I;0I;0H;63;03;0
524;2E0Z121D1L0M0H0H0I0H0I5Q4B4E4P4X3Y3T3U3V3T3U0--0Z121D1L0M010I0I0H63030;2E0Z121D1L0M0H0H0I0H0I5Q4B4E4P4X3Y3T3U3V3T3U0;2E0Z121D1L0M0H0H0I0H0I;uBEPX500101;u;BEPX500101;5Q4B4E4P4X3Y3T3U3V3T3U;íş˝ČĐ­¨©Ş¨©;0Z121D1L0M010I0I0H63030;"BEPX5 110ú""";0;2E;0Z;12;1D;1L;0M;0H;0H;0I;0H;0I;5Q;4B;4E;4P;4X;3Y;3T;3U;3V;3T;3U;0Z;12;1D;1L;0M;01;0I;0I;0H;63;03;0
525;2E120N181H170H0H0I0H0I5Q4E3Z4K4T4J3T3U3V3T3U0--120N181H17010I0I0H63030;2E120N181H170H0H0I0H0I5Q4E3Z4K4T4J3T3U3V3T3U0;2E120N181H170H0H0I0H0I;uE6KTJ00101;u;E6KTJ00101;5Q4E3Z4K4T4J3T3U3V3T3U;í˝®ĂĚÂ¨©Ş¨©;120N181H17010I0I0H63030;"E6KTJ 110ú""";0;2E;12;0N;18;1H;17;0H;0H;0I;0H;0I;5Q;4E;3Z;4K;4T;4J;3T;3U;3V;3T;3U;12;0N;18;1H;17;01;0I;0I;0H;63;03;0
526;2E130M181H170H0H0I0H0I5Q4F3Y4K4T4J3T3U3V3T3U0--130M181H17010I0I0H63030;2E130M181H170H0H0I0H0I5Q4F3Y4K4T4J3T3U3V3T3U0;2E130M181H170H0H0I0H0I;uF5KTJ00101;u;F5KTJ00101;5Q4F3Y4K4T4J3T3U3V3T3U;íľ­ĂĚÂ¨©Ş¨©;130M181H17010I0I0H63030;"F5KTJ 110ú""";0;2E;13;0M;18;1H;17;0H;0H;0I;0H;0I;5Q;4F;3Y;4K;4T;4J;3T;3U;3V;3T;3U;13;0M;18;1H;17;01;0I;0I;0H;63;03;0
527;2E1B121I140M0H0H0I0H0I5Q4N4E4U4G3Y3T3U3V3T3U0--1B121I140M010I0I0H63030;2E1B121I140M0H0H0I0H0I5Q4N4E4U4G3Y3T3U3V3T3U0;2E1B121I140M0H0H0I0H0I;uNEUG500101;u;NEUG500101;5Q4N4E4U4G3Y3T3U3V3T3U;íĆ˝Íż­¨©Ş¨©;1B121I140M010I0I0H63030;"NEUG5 110ú""";0;2E;1B;12;1I;14;0M;0H;0H;0I;0H;0I;5Q;4N;4E;4U;4G;3Y;3T;3U;3V;3T;3U;1B;12;1I;14;0M;01;0I;0I;0H;63;03;0
528;2E1F0O1219170H0H0I0H0I5Q4R404E4L4J3T3U3V3T3U0--1F0O121917010I0I0H63030;2E1F0O1219170H0H0I0H0I5Q4R404E4L4J3T3U3V3T3U0;2E1F0O1219170H0H0I0H0I;uR7ELJ00101;u;R7ELJ00101;5Q4R404E4L4J3T3U3V3T3U;íĘŻ˝ÄÂ¨©Ş¨©;1F0O121917010I0I0H63030;"R7ELJ 110ú""";0;2E;1F;0O;12;19;17;0H;0H;0I;0H;0I;5Q;4R;40;4E;4L;4J;3T;3U;3V;3T;3U;1F;0O;12;19;17;01;0I;0I;0H;63;03;0
529;2F1F0I111H170H0H0I0H0I5S4S3V4E4U4K3U3V3W3U3V0--1F0I111H17010I0I0H63030;2F1F0I111H170H0H0I0H0I5S4S3V4E4U4K3U3V3W3U3V0;2F1F0I111H170H0H0I0H0I;vR1DTJ00101;v;R1DTJ00101;5S4S3V4E4U4K3U3V3W3U3V;ďËŞ˝ÍĂ©Ş«©Ş;1F0I111H17010I0I0H63030;"R1DTJ 110ú""";0;2F;1F;0I;11;1H;17;0H;0H;0I;0H;0I;5S;4S;3V;4E;4U;4K;3U;3V;3W;3U;3V;1F;0I;11;1H;17;01;0I;0I;0H;63;03;0
530;2G0N121H1B160H0H0I0H0I5U414G4V4P4K3V3W3X3V3W0--0N121H1B16010I0I0H63030;2G0N121H1B160H0H0I0H0I5U414G4V4P4K3V3W3X3V3W0;2G0N121H1B160H0H0I0H0I;w6ETNI00101;w;6ETNI00101;5U414G4V4P4K3V3W3X3V3W;ń°żÎČĂŞ«¬Ş«;0N121H1B16010I0I0H63030;"6ETNI 110ú""";0;2G;0N;12;1H;1B;16;0H;0H;0I;0H;0I;5U;41;4G;4V;4P;4K;3V;3W;3X;3V;3W;0N;12;1H;1B;16;01;0I;0I;0H;63;03;0
531;2G1G0I111H170H0H0I0H0I5U4U3W4F4V4L3V3W3X3V3W0--1G0I111H17010I0I0H63030;2G1G0I111H170H0H0I0H0I5U4U3W4F4V4L3V3W3X3V3W0;2G1G0I111H170H0H0I0H0I;wS1DTJ00101;w;S1DTJ00101;5U4U3W4F4V4L3V3W3X3V3W;ńÍ«ľÎÄŞ«¬Ş«;1G0I111H17010I0I0H63030;"S1DTJ 110ú""";0;2G;1G;0I;11;1H;17;0H;0H;0I;0H;0I;5U;4U;3W;4F;4V;4L;3V;3W;3X;3V;3W;1G;0I;11;1H;17;01;0I;0I;0H;63;03;0
532;2H0Q1C1718170H0H0I0H0I5W454R4M4N4M3W3X3Y3W3X0--0Q1C171817010I0I0H63030;2H0Q1C1718170H0H0I0H0I5W454R4M4N4M3W3X3Y3W3X0;2H0Q1C1718170H0H0I0H0I;x9OJKJ00101;x;9OJKJ00101;5W454R4M4N4M3W3X3Y3W3X;ó´ĘĹĆĹ«¬­«¬;0Q1C171817010I0I0H63030;"9OJKJ 110ú""";0;2H;0Q;1C;17;18;17;0H;0H;0I;0H;0I;5W;45;4R;4M;4N;4M;3W;3X;3Y;3W;3X;0Q;1C;17;18;17;01;0I;0I;0H;63;03;0
533;2H1I0O1219170H0H0I0H0I5W4X434H4O4M3W3X3Y3W3X0--1I0O121917010I0I0H63030;2H1I0O1219170H0H0I0H0I5W4X434H4O4M3W3X3Y3W3X0;2H1I0O1219170H0H0I0H0I;xU7ELJ00101;x;U7ELJ00101;5W4X434H4O4M3W3X3Y3W3X;óĐ˛ŔÇĹ«¬­«¬;1I0O121917010I0I0H63030;"U7ELJ 110ú""";0;2H;1I;0O;12;19;17;0H;0H;0I;0H;0I;5W;4X;43;4H;4O;4M;3W;3X;3Y;3W;3X;1I;0O;12;19;17;01;0I;0I;0H;63;03;0
534;2I0I121L1F150H0H0I0H0I5Y3Y4I514V4L3X3Y3Z3X3Y0--0I121L1F15020I0H0I63040;2I0I121L1F150H0H0I0H0I5Y3Y4I514V4L3X3Y3Z3X3Y0;2I0I121L1F150H0H0I0H0I;y1EXRH00101;y;1EXRH00101;5Y3Y4I514V4L3X3Y3Z3X3Y;ő­ÁÔÎÄ¬­®¬­;0I121L1F15020I0H0I63040;1EXRH!101ú#;0;2I;0I;12;1L;1F;15;0H;0H;0I;0H;0I;5Y;3Y;4I;51;4V;4L;3X;3Y;3Z;3X;3Y;0I;12;1L;1F;15;02;0I;0H;0I;63;04;0
535;2I0Q1L0Q1H170H0H0I0H0I5Y4651464X4N3X3Y3Z3X3Y0--0Q1L0Q1H17020I0H0I63040;2I0Q1L0Q1H170H0H0I0H0I5Y4651464X4N3X3Y3Z3X3Y0;2I0Q1L0Q1H170H0H0I0H0I;y9X9TJ00101;y;9X9TJ00101;5Y4651464X4N3X3Y3Z3X3Y;őµÔµĐĆ¬­®¬­;0Q1L0Q1H17020I0H0I63040;9X9TJ!101ú#;0;2I;0Q;1L;0Q;1H;17;0H;0H;0I;0H;0I;5Y;46;51;46;4X;4N;3X;3Y;3Z;3X;3Y;0Q;1L;0Q;1H;17;02;0I;0H;0I;63;04;0
536;2I1014141E130H0H0I0H0I5Y4G4K4L4U4J3X3Y3Z3X3Y0--1014141E13020I0H0I63040;2I1014141E130H0H0I0H0I5Y4G4K4L4U4J3X3Y3Z3X3Y0;2I1014141E130H0H0I0H0I;yCGGQF00101;y;CGGQF00101;5Y4G4K4L4U4J3X3Y3Z3X3Y;őżĂÄÍÂ¬­®¬­;1014141E13020I0H0I63040;CGGQF!101ú#;0;2I;10;14;14;1E;13;0H;0H;0I;0H;0I;5Y;4G;4K;4L;4U;4J;3X;3Y;3Z;3X;3Y;10;14;14;1E;13;02;0I;0H;0I;63;04;0
537;2I140Z0Y1H170H0H0I0H0I5Y4K4F4E4X4N3X3Y3Z3X3Y0--140Z0Y1H17020I0H0I63040;2I140Z0Y1H170H0H0I0H0I5Y4K4F4E4X4N3X3Y3Z3X3Y0;2I140Z0Y1H170H0H0I0H0I;yGBATJ00101;y;GBATJ00101;5Y4K4F4E4X4N3X3Y3Z3X3Y;őĂľ˝ĐĆ¬­®¬­;140Z0Y1H17020I0H0I63040;GBATJ!101ú#;0;2I;14;0Z;0Y;1H;17;0H;0H;0I;0H;0I;5Y;4K;4F;4E;4X;4N;3X;3Y;3Z;3X;3Y;14;0Z;0Y;1H;17;02;0I;0H;0I;63;04;0
538;2J0M0Z1D1L170H0H0I0H0I60434G4U524O3Y3Z403Y3Z0--0M0Z1D1L17030I0I0H63050;2J0M0Z1D1L170H0H0I0H0I60434G4U524O3Y3Z403Y3Z0;2J0M0Z1D1L170H0H0I0H0I;z5BPXJ00101;z;5BPXJ00101;60434G4U524O3Y3Z403Y3Z;÷˛żÍŐÇ­®Ż­®;0M0Z1D1L17030I0I0H63050;"5BPXJ""110ú$";0;2J;0M;0Z;1D;1L;17;0H;0H;0I;0H;0I;60;43;4G;4U;52;4O;3Y;3Z;40;3Y;3Z;0M;0Z;1D;1L;17;03;0I;0I;0H;63;05;0
539;2J0Y131919170H0H0I0H0I604F4K4Q4R4O3Y3Z403Y3Z0--0Y13191917030I0I0H63050;2J0Y131919170H0H0I0H0I604F4K4Q4R4O3Y3Z403Y3Z0;2J0Y131919170H0H0I0H0I;zAFLLJ00101;z;AFLLJ00101;604F4K4Q4R4O3Y3Z403Y3Z;÷ľĂÉĘÇ­®Ż­®;0Y13191917030I0I0H63050;"AFLLJ""110ú$";0;2J;0Y;13;19;19;17;0H;0H;0I;0H;0I;60;4F;4K;4Q;4R;4O;3Y;3Z;40;3Y;3Z;0Y;13;19;19;17;03;0I;0I;0H;63;05;0
540;2J0Y1C0Y1B170H0H0I0H0I604F4T4F4S4O3Y3Z403Y3Z0--0Y1C0Y1B17030I0I0H63050;2J0Y1C0Y1B170H0H0I0H0I604F4T4F4S4O3Y3Z403Y3Z0;2J0Y1C0Y1B170H0H0I0H0I;zAOANJ00101;z;AOANJ00101;604F4T4F4S4O3Y3Z403Y3Z;÷ľĚľËÇ­®Ż­®;0Y1C0Y1B17030I0I0H63050;"AOANJ""110ú$";0;2J;0Y;1C;0Y;1B;17;0H;0H;0I;0H;0I;60;4F;4T;4F;4S;4O;3Y;3Z;40;3Y;3Z;0Y;1C;0Y;1B;17;03;0I;0I;0H;63;05;0
541;2J1K0O1219170H0H0I0H0I6051454J4Q4O3Y3Z403Y3Z0--1K0O121917030I0I0H63050;2J1K0O1219170H0H0I0H0I6051454J4Q4O3Y3Z403Y3Z0;2J1K0O1219170H0H0I0H0I;zW7ELJ00101;z;W7ELJ00101;6051454J4Q4O3Y3Z403Y3Z;÷Ô´ÂÉÇ­®Ż­®;1K0O121917030I0I0H63050;"W7ELJ""110ú$";0;2J;1K;0O;12;19;17;0H;0H;0I;0H;0I;60;51;45;4J;4Q;4O;3Y;3Z;40;3Y;3Z;1K;0O;12;19;17;03;0I;0I;0H;63;05;0
542;2K0N0Z1D1L170H0H0I0H0I62454H4V534P3Z40413Z400--0N0Z1D1L17040I0H0I63060;2K0N0Z1D1L170H0H0I0H0I62454H4V534P3Z40413Z400;2K0N0Z1D1L170H0H0I0H0I;{6BPXJ00101;{;6BPXJ00101;62454H4V534P3Z40413Z40;ů´ŔÎÖČ®Ż°®Ż;0N0Z1D1L17040I0H0I63060;6BPXJ#101ú%;0;2K;0N;0Z;1D;1L;17;0H;0H;0I;0H;0I;62;45;4H;4V;53;4P;3Z;40;41;3Z;40;0N;0Z;1D;1L;17;04;0I;0H;0I;63;06;0
543;2K0P1J121A170H0H0I0H0I6247514K4S4P3Z40413Z400--0P1J121A17040I0H0I63060;2K0P1J121A170H0H0I0H0I6247514K4S4P3Z40413Z400;2K0P1J121A170H0H0I0H0I;{8VEMJ00101;{;8VEMJ00101;6247514K4S4P3Z40413Z40;ů¶ÔĂËČ®Ż°®Ż;0P1J121A17040I0H0I63060;8VEMJ#101ú%;0;2K;0P;1J;12;1A;17;0H;0H;0I;0H;0I;62;47;51;4K;4S;4P;3Z;40;41;3Z;40;0P;1J;12;1A;17;04;0I;0H;0I;63;06;0
